ACTIVE_INGREDIENTS,PRODUCT_NAME,RANKING,PROMOTION_FROM,PROMOTION_TO,PROMOTION_PRICE,REGULAR_PRICE,,NOTES:
IBUPROFEN,LENAFEN,,,,,142.07,,
IBUPROFEN,NUROFEN,,,,,142.07,,
IBUPROFEN,NUROFEN EXPRESS,,,,,142.07,,
IBUPROFEN,NUROFEN EXPRESS,,,,,142.07,,
IBUPROFEN,RANFEN,,,,,142.07,,
IBUPROFEN,ADCO-IBUPROFEN,,,,,8.36,,
IBUPROFEN,ADVIL LIQUIGEL,,,,,8.36,,
IBUPROFEN,AUSTELL IBUPROFEN,,,,,8.36,,
IBUPROFEN,AUSTIFEN,,,,,8.36,,
IBUPROFEN,BETAPROFEN 400 FC,,,,,8.36,,
IBUPROFEN,BREN,,,,,8.36,,
IBUPROFEN,BRUFEN,,,,,8.36,,
IBUPROFEN,IBUCARE,,,,,8.36,,
IBUPROFEN,IBUCINE,,,,,8.36,,
IBUPROFEN,IBUPROFEN BP (NAMIBIA ONLY),,,,,8.36,,
IBUPROFEN,NUROFEN PERIOD PAIN,,,,,8.36,,
IBUPROFEN,RANFEN 400,,,,,8.36,,
IBUPROFEN,BRUFEN PAED,,,,,37.62,,
IBUPROFEN,IBUCINE PAEDIATRIC,,,,,37.62,,
IBUPROFEN,IBUGESIC,,,,,37.62,,
IBUPROFEN,INFLAMAX PAEDIATRIC,,,,,37.62,,
IBUPROFEN,NUROFEN FOR CHILDREN S/F,,,,,37.62,,
IBUPROFEN,NUROFEN FOR CHILDREN STRAWBERRY,,,,,37.62,,
IBUPROFEN/PARACETAMOL/CODEINE,MYBULEN,,,,,62.77,,
IBUPROFEN/PARACETAMOL/CODEINE,MYPRODOL,,,,,62.77,,
IBUPROFEN/PSEUDOEPHEDRINE,ADVIL CS,,,,,48.23,,
IBUPROFEN/PSEUDOEPHEDRINE,BENYLIN FOR COLDS,,,,,48.23,,
IBUPROFEN/PSEUDOEPHEDRINE,IBUMAX COLD & FLU,,,,,48.23,,
IBUPROFEN/PSEUDOEPHEDRINE,NUROFEN COLD AND FLU,,,,,48.23,,
IBUPROFEN/PSEUDOEPHEDRINE,SINUTAB 3-WAY,,,,,48.23,,
IMATINIB MESYLATE,GLEEVEC,,,,,5 238.27,,
IMATINIB MESYLATE,IMATINIB ACCORD,,,,,5 238.27,,
IMATINIB MESYLATE,IMAVEC,,,,,5 238.27,,
IMATINIB MESYLATE,MIVESTA,,,,,5 238.27,,
IMATINIB MESYLATE,SUNMATIN,,,,,5 238.27,,
IMATINIB MESYLATE,VATIVIO,,,,,5 238.27,,
IMATINIB MESYLATE,GLEEVEC,,,,,8 666.01,,
IMATINIB MESYLATE,IMATINIB ACCORD,,,,,8 666.01,,
IMATINIB MESYLATE,IMAVEC,,,,,8 666.01,,
IMATINIB MESYLATE,MIVESTA,,,,,8 666.01,,
IMATINIB MESYLATE,SUNMATIN,,,,,8 666.01,,
IMATINIB MESYLATE,VATIVIO,,,,,8 666.01,,
IMIPRAMINE HCL,ETHIPRAMINE,,,,,49.1,,
IMIPRAMINE HCL,TOFRANIL,,,,,49.1,,
INDAPAMIDE,DYNA INDAPAMIDE SR,,,,,50.52,,
INDAPAMIDE,NATRILIX SR,,,,,50.52,,
INDAPAMIDE,CIPLA-INDAPAMIDE,,,,,16.43,,
INDAPAMIDE,DAPAMAX,,,,,16.43,,
INDAPAMIDE,DAPTRIL,,,,,16.43,,
INDAPAMIDE,HYDRO-LESS,,,,,16.43,,
INDAPAMIDE,MYLAN INDAPAMIDE,,,,,16.43,,
INDAPAMIDE,SANDOZ INDAPAMIDE,,,,,16.43,,
INDOMETHACIN,AMDOCIN,,,,,26.27,,
INDOMETHACIN,ARTHREXIN,,,,,26.27,,
INDOMETHACIN,BETACIN,,,,,26.27,,
INDOMETHACIN,GULF INDOMETHACIN,,,,,26.27,,
INDOMETHACIN,MEDIFLEX,,,,,26.27,,
INDOMETHACIN,SANDOZ INDOMETHACIN,,,,,26.27,,
IPRATROPIUM BROMIDE,ADCO-IPRATROPIUM BROMIDE,,,,,145.26,,
IPRATROPIUM BROMIDE,ATROVENT HIGH,,,,,145.26,,
IPRATROPIUM BROMIDE,IPVENT,,,,,145.26,,
IPRATROPIUM BROMIDE,TROPIVENT,,,,,145.26,,
IPRATROPIUM BROMIDE/SALBUTAMOL SULPHATE*,ADCO-COMBINEB 2.5ML,,,,,818.92,,
IPRATROPIUM BROMIDE/SALBUTAMOL SULPHATE*,COMBIVENT UDV,,,,,818.92,,
IPRATROPIUM BROMIDE/SALBUTAMOL SULPHATE*,DUOLIN,,,,,818.92,,
IRBESARTAN,ANTOSART,,,,,96.33,,
IRBESARTAN,APROVEL,,,,,96.33,,
IRBESARTAN,DYNARB,,,,,96.33,,
IRBESARTAN,IRBEWIN,,,,,96.33,,
IRBESARTAN,IRTANEL,,,,,96.33,,
IRBESARTAN,JUBITAN,,,,,96.33,,
IRBESARTAN,ANTOSART,,,,,101.89,,
IRBESARTAN,APROVEL,,,,,101.89,,
IRBESARTAN,DYNARB,,,,,101.89,,
IRBESARTAN,IRBEWIN,,,,,101.89,,
IRBESARTAN,IRTANEL,,,,,101.89,,
IRBESARTAN,JUBITAN,,,,,101.89,,
IRBESARTAN/HYDROCHLOROTHIAZIDE,COAPROVEL,,,,,216.54,,
IRBESARTAN/HYDROCHLOROTHIAZIDE,CO-IRBEWIN,,,,,216.54,,
IRBESARTAN/HYDROCHLOROTHIAZIDE*,COAPROVEL,,,,,277.66,,
IRBESARTAN/HYDROCHLOROTHIAZIDE*,CO-IRBEWIN,,,,,277.66,,
IRINOTECAN HCL,ACCORD IRINOTECAN,,,,,351.4,,
IRINOTECAN HCL,CIPLA IRINOTECAN,,,,,351.4,,
IRINOTECAN HCL,IROCAN (NAMIBIA) CONCENTRATE,,,,,351.4,,
IRINOTECAN HCL,IRINOTAS,,,,,351.4,,
IRINOTECAN HCL,MYLAN IRINOTECAN,,,,,351.4,,
IRINOTECAN HCL,SANDOZ IRINOTECAN,,,,,351.4,,
IRINOTECAN HCL,ACCORD IRINOTECAN,,,,,919.26,,
IRINOTECAN HCL,CAMPTO,,,,,919.26,,
IRINOTECAN HCL,CIPLA IRINOTECAN,,,,,919.26,,
IRINOTECAN HCL,IROCAN (NAMIBIA) CONCENTRATE,,,,,919.26,,
IRINOTECAN HCL,IRINOTAS,,,,,919.26,,
IRINOTECAN HCL,MYLAN IRINOTECAN,,,,,919.26,,
IRINOTECAN HCL,SANDOZ IRINOTECAN,,,,,919.26,,
ISOCONAZOLE/DIFLUCORTOLONE,MAXADERM,,,,,177.5,,
ISOCONAZOLE/DIFLUCORTOLONE,TRAVOCORT,,,,,177.5,,
ISOSORBIDE MONONITRATE,IMDUR,,,,,199.62,,
ISOSORBIDE MONONITRATE,MONICOR SR,,,,,199.62,,
ISOTRETINOIN,ACNETANE,,,,,250.99,,
ISOTRETINOIN,ACNETRET,,,,,250.99,,
ISOTRETINOIN,ORATANE,,,,,250.99,,
ISOTRETINOIN,ROACCUTANE,,,,,250.99,,
ISOTRETINOIN,ACNETANE,,,,,506.64,,
ISOTRETINOIN,ACNETRET,,,,,506.64,,
ISOTRETINOIN,ORATANE,,,,,506.64,,
ISOTRETINOIN,ROACCUTANE,,,,,506.64,,
ISPAGHULA HUSKS*,DIS-CHEM ISPAGHULA HUSK,,,,,227.48,,
ISPAGHULA HUSKS*,EEZY-GO 5G,,,,,227.48,,
ISPAGHULA HUSKS*,FYBOGEL ORANGE,,,,,227.48,,
ISPAGHULA HUSKS*,FYBOHUSK,,,,,227.48,,
ITRACONAZOLE,ADCO-SPOROZOLE,,,,,132.42,,
ITRACONAZOLE,SPORANOX,,,,,132.42,,
ITRACONAZOLE,TRISPORAL,,,,,132.42,,
KETOCONAZOLE,ADCO-DERMED,,,,,56.1,,
KETOCONAZOLE,KEZ SHAMPOO,,,,,56.1,,
KETOCONAZOLE,NIZ SHAMPOO,,,,,56.1,,
KETOCONAZOLE,KETAZOL,,,,,39.67,,
KETOCONAZOLE,NIZCREME,,,,,39.67,,
KETOROLAC TROMETHAMINE*,BEDORAL,,,,,203.45,,
KETOROLAC TROMETHAMINE*,TORA-DOL,,,,,203.45,,
KETOTIFEN,ADCO-KETOTIFEN,,,,,84.71,,
KETOTIFEN,ADCO-ZETOFEN,,,,,84.71,,
LACTULOSE,ACULAX,,,,,31.48,,
LACTULOSE,LACSON,,,,,31.48,,
LACTULOSE,LACTO-LOOZ,,,,,31.48,,
LACTULOSE,LAXETTE,,,,,31.48,,
LACTULOSE,DUPHALAC DRY 10G,,,,,36.99,,
LACTULOSE,LAXETTE DRY (10G),,,,,36.99,,
LAMIVUDINE,3TC,,,,,145,,
LAMIVUDINE,ADCO-LAMIVUDINE,,,,,145,,
LAMIVUDINE,ASPEN LAMIVUDINE,,,,,145,,
LAMIVUDINE,HEPTAVIR (NAMIBIA),,,,,145,,
LAMIVUDINE,HETLAM,,,,,145,,
LAMIVUDINE,LAMIHOPE (NAMIBIA),,,,,145,,
LAMIVUDINE,LAZENA,,,,,145,,
LAMIVUDINE,LEGRAM,,,,,145,,
LAMIVUDINE,MACLEODS LAMIVUDINE,,,,,145,,
LAMIVUDINE,SONKE LAMIVUDINE,,,,,145,,
LAMIVUDINE,VARI-LAMIVUDINE,,,,,145,,
LAMIVUDINE,3TC,,,,,95.2,,
LAMIVUDINE,ADCO-LAMIVUDINE,,,,,95.2,,
LAMIVUDINE,ASPEN LAMIVUDINE,,,,,95.2,,
LAMIVUDINE,BINDOLAM (NAMIBIA ONLY),,,,,95.2,,
LAMIVUDINE,CIPLA-LAMIVUDINE,,,,,95.2,,
LAMIVUDINE,HETERO LAMIVUDINE,,,,,95.2,,
LAMIVUDINE,LEGRAM,,,,,95.2,,
LAMIVUDINE,PHARMA-Q LAMIVUDINE,,,,,95.2,,
LAMIVUDINE/STAVUDINE/NEVIRAPINE,NEVASTA,,,,,405.04,,
LAMIVUDINE/STAVUDINE/NEVIRAPINE,TRIOMUNE 30,,,,,405.04,,
LAMIVUDINE/TENOFOVIR*,MIVUTEN,,,,,350,,
LAMIVUDINE/TENOFOVIR*,RICOVIR-L,,,,,350,,
LAMOTRIGINE,AUSTELL-LAMOTRIGINE,,,,,77.95,,
LAMOTRIGINE,DYNA-LAMOTRIGINE,,,,,77.95,,
LAMOTRIGINE,EPITEC,,,,,77.95,,
LAMOTRIGINE,LAMICTIN 25,,,,,77.95,,
LAMOTRIGINE,LAMICTIN P25 DISPERS,,,,,77.95,,
LAMOTRIGINE,LAMITOR,,,,,77.95,,
LAMOTRIGINE,AUSTELL-LAMOTRIGINE,,,,,112.5,,
LAMOTRIGINE,DYNA-LAMOTRIGINE,,,,,112.5,,
LAMOTRIGINE,EPITEC,,,,,112.5,,
LAMOTRIGINE,GIROTEC,,,,,112.5,,
LAMOTRIGINE,LAMICTIN 50,,,,,112.5,,
LAMOTRIGINE,LAMICTIN P50 DISPERS,,,,,112.5,,
LAMOTRIGINE,LAMITOR,,,,,112.5,,
LAMOTRIGINE,AUSTELL-LAMOTRIGINE,,,,,186,,
LAMOTRIGINE,DYNA-LAMOTRIGINE,,,,,186,,
LAMOTRIGINE,EPITEC,,,,,186,,
LAMOTRIGINE,GIROTEC,,,,,186,,
LAMOTRIGINE,LAMICTIN 100,,,,,186,,
LAMOTRIGINE,LAMICTIN P DISP,,,,,186,,
LAMOTRIGINE,LAMITOR,,,,,186,,
LAMOTRIGINE,SANDOZ LAMOTRIGINE,,,,,186,,
LAMOTRIGINE,AUSTELL-LAMOTRIGINE,,,,,299.5,,
LAMOTRIGINE,DYNA-LAMOTRIGINE,,,,,299.5,,
LAMOTRIGINE,EPITEC,,,,,299.5,,
LAMOTRIGINE,GIROTEC,,,,,299.5,,
LAMOTRIGINE,LAMICTIN 200,,,,,299.5,,
LAMOTRIGINE,LAMICTIN P DISP,,,,,299.5,,
LAMOTRIGINE,LAMITOR,,,,,299.5,,
LANSOPRAZOLE,ADCO-ROZNAL OTC,,,,,54.1,,
LANSOPRAZOLE,ASPEN-LANSOPRAZOLE,,,,,54.1,,
LANSOPRAZOLE,BURNLOC,,,,,54.1,,
LANSOPRAZOLE,LANCAP,,,,,54.1,,
LANSOPRAZOLE,LANCAP OTC,,,,,54.1,,
LANSOPRAZOLE,LANSOLOC OTC,,,,,54.1,,
LANSOPRAZOLE,LANSOPRAZOLE UNICORN,,,,,54.1,,
LANSOPRAZOLE,ADCO-ROZNAL,,,,,173.67,,
LANSOPRAZOLE,ASPEN-LANSOPRAZOLE,,,,,173.67,,
LANSOPRAZOLE,LANCAP,,,,,173.67,,
LANSOPRAZOLE,LANSOLOC,,,,,173.67,,
LANSOPRAZOLE,LANZOPRAZOLE UNICORN,,,,,173.67,,
LANSOPRAZOLE,LANZOR,,,,,173.67,,
LANSOPRAZOLE,RAN-LANSOPRAZOLE,,,,,173.67,,
LATANOPROST,ATANA,,,,,149.86,,
LATANOPROST,SPERSATAN,,,,,149.86,,
LATANOPROST,XALATAN,,,,,149.86,,
LATANOPROST/TIMOLOL,CO-ATANA OPHTHALMIC SOL,,,,,239.1,,
LATANOPROST/TIMOLOL,IOPROST-T (NAMIBIA),,,,,239.1,,
LATANOPROST/TIMOLOL,XALACOM,,,,,239.1,,
LEFLUNOMIDE*,ARAVA,,,,,828.01,,
LEFLUNOMIDE*,RAVALEF,,,,,828.01,,
LEFLUNOMIDE*,RHEUMALEF,,,,,828.01,,
LEFLUNOMIDE*,ARAVA,,,,,846.21,,
LEFLUNOMIDE*,LUNAR,,,,,846.21,,
LEFLUNOMIDE*,RAVALEF,,,,,846.21,,
LEFLUNOMIDE*,RHEUMALEF,,,,,846.21,,
LENALIDOMIDE*,EUROLEN,,,,,53 417.32,,
LENALIDOMIDE*,LENALIDOMIDE CIPLA,,,,,53 417.32,,
LENALIDOMIDE*,LENALIDOMIDE DRL,,,,,53 417.32,,
LENALIDOMIDE*,REVLIMID,,,,,53 417.32,,
LENALIDOMIDE*,EUROLEN,,,,,56 999.84,,
LENALIDOMIDE*,LENALIDOMIDE CIPLA,,,,,56 999.84,,
LENALIDOMIDE*,LENALIDOMIDE DRL,,,,,56 999.84,,
LENALIDOMIDE*,MYLOMID,,,,,56 999.84,,
LENALIDOMIDE*,REVLIMID,,,,,56 999.84,,
LENALIDOMIDE*,EUROLEN,,,,,56 999.84,,
LENALIDOMIDE*,LENALIDOMIDE CIPLA,,,,,56 999.84,,
LENALIDOMIDE*,LENALIDOMIDE DRL,,,,,56 999.84,,
LENALIDOMIDE*,REVLIMID,,,,,56 999.84,,
LENALIDOMIDE*,EUROLEN,,,,,56 999.84,,
LENALIDOMIDE*,LENALIDOMIDE CIPLA,,,,,56 999.84,,
LENALIDOMIDE*,LENALIDOMIDE DRL,,,,,56 999.84,,
LENALIDOMIDE*,MYLOMID,,,,,56 999.84,,
LENALIDOMIDE*,REVLIMID,,,,,56 999.84,,
LERCANIDIPINE*,LERCANIDIPINE TEVA,,,,,183.52,,
LERCANIDIPINE*,ZANIDIP,,,,,183.52,,
LERCANIDIPINE*,LERCANIDIPINE TEVA,,,,,272.71,,
LERCANIDIPINE*,ZANIDIP,,,,,272.71,,
LETROZOLE,ACCORD LETROZOLE,,,,,879.89,,
LETROZOLE,CIPLA-LETROZOLE,,,,,879.89,,
LETROZOLE,FEMARA,,,,,879.89,,
LETROZOLE,FEMZOLE,,,,,879.89,,
LETROZOLE,LARADEX,,,,,879.89,,
LETROZOLE,LETERO ( NAMIBIA),,,,,879.89,,
LETROZOLE,TROZOLT,,,,,879.89,,
LEVETIRACETAM,DYNA-LEVETIRACETAM,,,,,103.83,,
LEVETIRACETAM,EPIKEPP,,,,,103.83,,
LEVETIRACETAM,KEPPRA,,,,,103.83,,
LEVETIRACETAM,LEVETIRACETAM UNICORN,,,,,103.83,,
LEVETIRACETAM,REDILEV,,,,,103.83,,
LEVETIRACETAM,DYNA-LEVETIRACETAM,,,,,311.48,,
LEVETIRACETAM,EPIKEPP,,,,,311.48,,
LEVETIRACETAM,KEPPRA,,,,,311.48,,
LEVETIRACETAM,LEVETIRACETAM UNICORN,,,,,311.48,,
LEVETIRACETAM,REDILEV,,,,,311.48,,
LEVETIRACETAM,DYNA-LEVETIRACETAM,,,,,207.65,,
LEVETIRACETAM,EPIKEPP,,,,,207.65,,
LEVETIRACETAM,KEPPRA,,,,,207.65,,
LEVETIRACETAM,REDILEV,,,,,207.65,,
LEVOCETIRIZINE,ALLERWAY,,,,,132.65,,
LEVOCETIRIZINE,AUSTELL-CETIRIZINE,,,,,132.65,,
LEVOCETIRIZINE,CETAWAY,,,,,132.65,,
LEVOCETIRIZINE,CETIZAL,,,,,132.65,,
LEVOCETIRIZINE,GLENCET,,,,,132.65,,
LEVOCETIRIZINE,LEVOGEX,,,,,132.65,,
LEVOCETIRIZINE,TEXAMER,,,,,132.65,,
LEVOCETIRIZINE,XYZAL,,,,,132.65,,
LEVOFLOXACIN,ARTAV,,,,,59.54,,
LEVOFLOXACIN,ASPEN LEVOFLOXACIN,,,,,59.54,,
LEVOFLOXACIN,AUSTELL-LEVOFLOXACIN,,,,,59.54,,
LEVOFLOXACIN,MACLEODS LEVOFLOXACIN,,,,,59.54,,
LEVOFLOXACIN,MYLAN LEVOFLOXACIN,,,,,59.54,,
LEVOFLOXACIN,SANDOZ LEVOFLOXACIN,,,,,59.54,,
LEVOFLOXACIN,TAVALOXX,,,,,59.54,,
LEVOFLOXACIN,TAVANIC,,,,,59.54,,
LEVOFLOXACIN,ARTAV,,,,,99.26,,
LEVOFLOXACIN,ASPEN LEVOFLOXACIN,,,,,99.26,,
LEVOFLOXACIN,AUSTELL-LEVOFLOXACIN,,,,,99.26,,
LEVOFLOXACIN,MACLEODS LEVOFLOXACIN,,,,,99.26,,
LEVOFLOXACIN,MYLAN LEVOFLOXACIN,,,,,99.26,,
LEVOFLOXACIN,SANDOZ LEVOFLOXACIN,,,,,99.26,,
LEVOFLOXACIN,TAVALOXX,,,,,99.26,,
LEVOFLOXACIN,TAVANIC,,,,,99.26,,
LEVOFLOXACIN,ARTAV,,,,,166.87,,
LEVOFLOXACIN,LEVOFLOXACIN-WINTHROP,,,,,166.87,,
LEVOFLOXACIN,TAVALOXX,,,,,166.87,,
LEVOFLOXACIN,TAVANIC,,,,,166.87,,
LEVOFLOXACIN,LEVOFLOXACIN-WINTHROP,,,,,188.33,,
LEVOFLOXACIN,TAVANIC,,,,,188.33,,
LEVOFLOXACIN,LEVOFLOXACIN-WINTHROP,,,,,66.89,,
LEVOFLOXACIN,LEVOTAV,,,,,66.89,,
LEVOFLOXACIN,SPEC LEVOFLOXACIN,,,,,66.89,,
LEVOFLOXACIN,TAVANIC,,,,,66.89,,
LEVOFLOXACIN,LEVOFLOXACIN FRESENIUS,,,,,121.2,,
LEVOFLOXACIN,LEVOFLOXACIN-WINTHROP,,,,,121.2,,
LEVOFLOXACIN,LEVONIC,,,,,121.2,,
LEVOFLOXACIN,LEVOTAV,,,,,121.2,,
LEVOFLOXACIN,SPEC LEVOFLOXACIN,,,,,121.2,,
LEVOFLOXACIN,TAVANIC,,,,,121.2,,
LEVONORGESTREL,ESCAPELLE,,,,,56.05,,
LEVONORGESTREL,LENDEMAIN,,,,,56.05,,
LEVONORGESTREL,MEDILEVO,,,,,56.05,,
LEVONORGESTREL,MEDINOR,,,,,56.05,,
LEVONORGESTREL*,HY-AN,,,,,75.36,,
LEVONORGESTREL *,MICROVAL,,,,,75.36,,
LEVONORGESTREL*,NORLEVO,,,,,53.69,,
LEVONORGESTREL*,PLAN B,,,,,53.69,,
LEVONORGESTREL*,VONEL,,,,,53.69,,
LEVOTHYROXINE SODIUM,ELTROXIN NEW FORMULATION,,,,,16.77,,
LEVOTHYROXINE SODIUM,EUTHYROX,,,,,16.77,,
LEVOTHYROXINE SODIUM,ELTROXIN NEW FORMULATION,,,,,22.86,,
LEVOTHYROXINE SODIUM,EUTHYROX,,,,,22.86,,
LEVOTHYROXINE SODIUM,ELTROXIN NEW FORMULATION,,,,,32.55,,
LEVOTHYROXINE SODIUM,EUTHYROX,,,,,32.55,,
LIGNOCAINE HCL,LIGNOCAINE,,,,,159.37,,
LIGNOCAINE HCL,LIGNOCAINE HCL FRESENIUS,,,,,159.37,,
LINEZOLID*,AKLID,,,,,4 981.43,,
LINEZOLID*,LINEZOLID SPECPHARM,,,,,4 981.43,,
LINEZOLID*,LINEZOLID TEVA,,,,,4 981.43,,
LINEZOLID*,VOXWIN,,,,,4 981.43,,
LINEZOLID*,ZENILID,,,,,4 981.43,,
LINEZOLID*,ZYVOXID,,,,,4 981.43,,
LINEZOLID*,LINEZOLID FRESENIUS,,,,,5 385.89,,
LINEZOLID*,ZYVOXID,,,,,5 385.89,,
LISINOPRIL,ADCO-ZETOMAX,,,,,40.29,,
LISINOPRIL,CIPLA-LISINOPRIL,,,,,40.29,,
LISINOPRIL,LISO,,,,,40.29,,
LISINOPRIL,LIZRO,,,,,40.29,,
LISINOPRIL,LYSIN,,,,,40.29,,
LISINOPRIL,SINOPREN 5,,,,,40.29,,
LISINOPRIL,ZESTRIL,,,,,40.29,,
LISINOPRIL,ADCO-ZETOMAX,,,,,21.77,,
LISINOPRIL,AUSTELL-LISINOPRIL,,,,,21.77,,
LISINOPRIL,CIPLA-LISINOPRIL,,,,,21.77,,
LISINOPRIL,LISO,,,,,21.77,,
LISINOPRIL,LIZRO,,,,,21.77,,
LISINOPRIL,SINOPREN 10,,,,,21.77,,
LISINOPRIL,ZESTRIL,,,,,21.77,,
LISINOPRIL,ADCO-ZETOMAX,,,,,21.78,,
LISINOPRIL,APEX-LISINOPRIL,,,,,21.78,,
LISINOPRIL,AUSTELL-LISINOPRIL,,,,,21.78,,
LISINOPRIL,LISO,,,,,21.78,,
LISINOPRIL,LIZRO,,,,,21.78,,
LISINOPRIL,LYSIN,,,,,21.78,,
LISINOPRIL,SINOPREN 20,,,,,21.78,,
LISINOPRIL,ZESTOZIDE,,,,,21.78,,
LISINOPRIL,ZESTRIL,,,,,21.78,,
LISINOPRIL/HYDROCHLOROTHIAZIDE,ADCO-ZETOMAX CO,,,,,85.31,,
LISINOPRIL/HYDROCHLOROTHIAZIDE,LISINOPRIL CO UNICORN,,,,,85.31,,
LISINOPRIL/HYDROCHLOROTHIAZIDE,LISORETIC,,,,,85.31,,
LISINOPRIL/HYDROCHLOROTHIAZIDE,LISOZIDE,,,,,85.31,,
LISINOPRIL/HYDROCHLOROTHIAZIDE,ZESTORETIC,,,,,85.31,,
LISINOPRIL/HYDROCHLOROTHIAZIDE,ADCO-ZETOMAX CO,,,,,50.18,,
LISINOPRIL/HYDROCHLOROTHIAZIDE,LISINOPRIL CO UNICORN,,,,,50.18,,
LISINOPRIL/HYDROCHLOROTHIAZIDE,LISORETIC,,,,,50.18,,
LISINOPRIL/HYDROCHLOROTHIAZIDE,LISOZIDE,,,,,50.18,,
LISINOPRIL/HYDROCHLOROTHIAZIDE,ZESTORETIC,,,,,50.18,,
LOPERAMIDE HCL,ADCO-LOPERAMIDE,,,,,8.14,,
LOPERAMIDE HCL,ADCO-PRODIUM,,,,,8.14,,
LOPERAMIDE HCL,BETAPERAMIDE,,,,,8.14,,
LOPERAMIDE HCL,CIPLA-LOPERAMIDE,,,,,8.14,,
LOPERAMIDE HCL,DIS-CHEM ANTI-DIARRHOEAL,,,,,8.14,,
LOPERAMIDE HCL,GASTRON,,,,,8.14,,
LOPERAMIDE HCL,IMODIUM,,,,,8.14,,
LOPERAMIDE HCL,IMODIUM,,,,,8.14,,
LOPERAMIDE HCL,LOPEDIUM,,,,,8.14,,
LOPERAMIDE HCL,ADCO-LOPERAMIDE,,,,,27.47,,
LOPERAMIDE HCL,GASTRON,,,,,27.47,,
LOPERAMIDE HCL,IMODIUM,,,,,27.47,,
LOPERAMIDE HCL,LOPERASTAT,,,,,27.47,,
LOPINAVIR/RITONAVIR,ALLTERA,,,,,478.08,,
LOPINAVIR/RITONAVIR,ALUVIA,,,,,478.08,,
LOPINAVIR/RITONAVIR,ALUVIA (NAMIBIA ONLY),,,,,478.08,,
LOPINAVIR/RITONAVIR,HETERO LOPINAVIR AND RITONAIR,,,,,478.08,,
LORATADINE,ALLERGEX NON DROWSY,,,,,66.22,,
LORATADINE,AP-LORATIDINE,,,,,66.22,,
LORATADINE,CLARINESE,,,,,66.22,,
LORATADINE,CLARITYNE,,,,,66.22,,
LORATADINE,POLLENTYME,,,,,66.22,,
LORATADINE,ALLERGEX NON DROWSY,,,,,50.61,,
LORATADINE,AP-LORATADINE,,,,,50.61,,
LORATADINE,AUSTELL-LORATADINE,,,,,50.61,,
LORATADINE,CIPLA-LORATADINE,,,,,50.61,,
LORATADINE,CLARINESE 10MG,,,,,50.61,,
LORATADINE,CLARITYNE,,,,,50.61,,
LORATADINE,LAURA 10,,,,,50.61,,
LORATADINE,LORANO,,,,,50.61,,
LORATADINE,LORATADINE 10 BIOTECH,,,,,50.61,,
LORATADINE,LORFAST,,,,,50.61,,
LORATADINE,LORHAY,,,,,50.61,,
LORATADINE,LORMEG,,,,,50.61,,
LORATADINE,POLLENTYME,,,,,50.61,,
LORATADINE,RHINIGINE,,,,,50.61,,
LORAZEPAM,ATIVAN,,,,,431.78,,
LORAZEPAM,TRANQIPAM,,,,,431.78,,
LORAZEPAM,ATIVAN,,,,,140.3,,
LORAZEPAM,ATIVAN SL,,,,,140.3,,
LORAZEPAM,TRANQIPAM,,,,,140.3,,
LOSARTAN,AURO-LOSARTAN,,,,,76.43,,
LOSARTAN,AUSTELL-LOSARTAN,,,,,76.43,,
LOSARTAN,CIPLAZAR,,,,,76.43,,
LOSARTAN,COZAAR,,,,,76.43,,
LOSARTAN,HYTENZA,,,,,76.43,,
LOSARTAN,LOSAGEN (NAMIBIA ONLY),,,,,76.43,,
LOSARTAN,LOSARTAN BIOTECH,,,,,76.43,,
LOSARTAN,LOSARTAN UNICORN,,,,,76.43,,
LOSARTAN,LOZAAN,,,,,76.43,,
LOSARTAN,NORMOTEN,,,,,76.43,,
LOSARTAN,RASOL,,,,,76.43,,
LOSARTAN,RENICARD,,,,,76.43,,
LOSARTAN,SPEC-LOSARTAN,,,,,76.43,,
LOSARTAN,ZAARIO,,,,,76.43,,
LOSARTAN,ZARTAN,,,,,76.43,,
LOSARTAN,AURO-LOSARTAN,,,,,65.22,,
LOSARTAN,AUSTELL-LOSARTAN,,,,,65.22,,
LOSARTAN,CIPLAZAR,,,,,65.22,,
LOSARTAN,COZAAR,,,,,65.22,,
LOSARTAN,HYTENZA,,,,,65.22,,
LOSARTAN,LOSAGEN (NAMIBIA ONLY),,,,,65.22,,
LOSARTAN,LOSARTAN UNICORN,,,,,65.22,,
LOSARTAN,LOZAAN,,,,,65.22,,
LOSARTAN,NORMOTEN,,,,,65.22,,
LOSARTAN,RASOL,,,,,65.22,,
LOSARTAN,SPEC-LOSARTAN,,,,,65.22,,
LOSARTAN,ZAARIO,,,,,65.22,,
LOSARTAN,ZARTAN,,,,,65.22,,
LOSARTAN/HYDROCHLOROTHIAZIDE,FORTZAAR,,,,,101.1,,
LOSARTAN/HYDROCHLOROTHIAZIDE,HYTENZA CO,,,,,101.1,,
LOSARTAN/HYDROCHLOROTHIAZIDE,LOHYPE FORTE PLUS,,,,,101.1,,
LOSARTAN/HYDROCHLOROTHIAZIDE,LOSAAR PLUS,,,,,101.1,,
LOSARTAN/HYDROCHLOROTHIAZIDE,LOSARTAN CO UNICORN,,,,,101.1,,
LOSARTAN/HYDROCHLOROTHIAZIDE,LOSARTAN COMP BIOTECH,,,,,101.1,,
LOSARTAN/HYDROCHLOROTHIAZIDE,NETRASOL CO,,,,,101.1,,
